"id","title","author","year"
561,"O Segundo Mansao","Diego Medeiros",2018
562,"O Pequeno Casa","Isadora Costa",2012
563,"O Encontrado Caminho","Enzo Marques",2010
564,"A Segundo Mistério","Sandra Azevedo",2015
565,"A Sensasional Mansao","Marcos Cardoso",2013
566,"A Segundo Caminho","Carlos Teixeira",2021
567,"O Grande Casa","Rafaela Gomes",2020
568,"A Quarto Segredo","Sônia Oliveira",2011
569,"A Grande Desafio","Sérgio Correia",2018
570,"O Novo Tesouro","Fábio Lopes",2023
571,"A Último Casa","Pâmela Monteiro",2011
572,"A Primeiro Destino","Igor Martins",2015
573,"A Terceiro Desafio","Rodrigo Machado",2023
574,"A Grande Mansao","Camila Ramalho",2017
575,"A Quarto Jogador","Isadora Sampaio",2023
576,"O Velho Sonho","Fernanda Ferreira",2021
577,"O Sensasional Casa","Patrícia Andrade",2023
578,"A Perdido Tesouro","Gustavo Leal",2010
579,"A Grande Mansao","Pâmela Araújo",2018
580,"O Último Mestre","Natália Barros",2011
581,"A Grande Segredo","Simone Almeida",2016
582,"O Novo Sonho","Rosana Batista",2011
583,"A Terceiro Filosofo","Rodrigo Nunes",2010
584,"A Perdido Desafio","Bruno Souza",2012
585,"A Encontrado Casa","Ivan Fonseca",2011
586,"A Perdido Caminho","Sabrina Tavares",2017
587,"O Primeiro Desafio","Gabriela Nunes",2013
588,"A Último Mansao","Gabriel Sampaio",2019
589,"O Pequeno Desafio","Diego Coutinho",2017
590,"A Novo Mistério","Amanda Santos",2018
591,"A Grande Tesouro","Samuel Carvalho",2018
592,"A Segundo Tesouro","Sheila Neves",2021
593,"O Terceiro Caminho","Rebeca Costa",2016
594,"A Terceiro Segredo","Mônica Ribeiro",2019
595,"O Encontrado Mistério","Patrícia Mendes",2022
596,"A Quarto Mistério","Renata Castro",2016
597,"O Velho Caminho","Vitor Pereira",2013
598,"O Velho Segredo","Mariana Pereira",2023
599,"A Perdido Destino","Adriana Oliveira",2013
600,"A Sensasional Tesouro","Gabriel Costa",2011
601,"O Encontrado Destino","Fabrício Vieira",2023
602,"O Perdido Sonho","Diogo Tavares",2017
603,"A Grande Segredo","Mariana Barros",2014
604,"A Terceiro Jogador","João Correia",2020
605,"A Quarto Médico","Natália Almeida",2023
606,"O Último Casa","Isabela Ribeiro",2019
607,"A Primeiro Desafio","Maurício Souza",2012
608,"A Último Mansao","Samuel Ribeiro",2020
609,"O Pequeno Imperador","Geraldo Pires",2015
610,"A Encontrado Filosofo","Renata Santos",2015
611,"O Primeiro Caminho","Vanessa Neves",2018
612,"A Quarto Mansao","Lauro Rodrigues",2011
613,"A Sensasional Casa","Mariana Oliveira",2021
614,"O Quarto Ditador","Tereza Ramalho",2011
615,"O Terceiro Segredo","Valdir Medeiros",2017
616,"A Sensasional Sonho","Iris Freitas",2022
617,"A Segundo Destino","Mônica Rodrigues",2015
618,"O Quarto Sonho","João Sampaio",2014
619,"O Velho Filosofo","Carolina Cavalcanti",2020
620,"O Primeiro Ditador","Rafael Pires",2022
621,"A Encontrado Ditador","Davi Nunes",2018
622,"A Terceiro Imperador","Diego Santos",2015
623,"A Quarto Filosofo","Vitor Borges",2015
624,"O Encontrado Segredo","Léo Moura",2011
625,"O Quarto Segredo","Sabrina Freitas",2017
626,"O Encontrado Desafio","Tereza Rocha",2011
627,"A Sensasional Tesouro","Lucas Pereira",2015
628,"A Último Destino","Gabriela Carvalho",2015
629,"O Novo Tesouro","Fernanda Pires",2013
630,"O Terceiro Casa","Lívia Ramalho",2015
631,"A Último Caminho","Simone Vieira",2022
632,"A Novo Segredo","José Cavalcanti",2016
633,"A Terceiro Médico","Helena Ferreira",2020
634,"O Grande Desafio","Rafael Cardoso",2023
635,"O Pequeno Desafio","Aline Gomes",2021
636,"O Novo Imperador","Diogo Braga",2015
637,"A Perdido Mistério","Davi Monteiro",2021
638,"O Perdido Casa","Rodrigo Lima",2018
639,"A Quarto Médico","Cristina Barros",2015
640,"O Pequeno Imperador","Erick Carvalho",2017
641,"A Pequeno Segredo","Marcos Correia",2014
642,"O Segundo Segredo","Mariana Ramalho",2010
643,"O Encontrado Tesouro","Vitor Andrade",2023
644,"A Segundo Filosofo","Samuel Sampaio",2010
645,"A Segundo Desafio","Sônia Ribeiro",2014
646,"O Pequeno Casa","Sônia Fonseca",2010
647,"A Grande Médico","Nathalia Vieira",2018
648,"O Primeiro Ditador","Erick Teixeira",2013
649,"O Terceiro Filosofo","Lívia Ferreira",2010
650,"A Quarto Sonho","Otávio Rocha",2023
651,"A Último Amor","Tereza Oliveira",2011
652,"A Velho Jogador","João Santos",2022
653,"O Pequeno Ditador","Pedro Moura",2011
654,"O Velho Casa","Larissa Santos",2015
655,"O Quarto Tesouro","Alice Andrade",2019
656,"A Terceiro Mistério","Mônica Silva",2017
657,"A Encontrado Mistério","André Gomes",2010
658,"A Último Mistério","Fabrício Machado",2011
659,"A Quarto Mestre","Sabrina Mendes",2023
660,"A Perdido Mistério","Eliane Rodrigues",2021
661,"O Grande Filosofo","João Gomes",2014
662,"O Terceiro Destino","Valdir Andrade",2010
663,"O Pequeno Imperador","Helena Carvalho",2018
664,"O Velho Imperador","Isadora Coutinho",2021
665,"A Velho Casa","Isabela Rodrigues",2017
666,"O Perdido Imperador","Iris Souza",2013
667,"O Quarto Jogador","Helena Pires",2022
668,"O Encontrado Mistério","Marcelo Azevedo",2018
894,"A Pequeno Mistério","Lauro Braga",2023
669,"A Encontrado Imperador","Juliano Dias",2020
670,"O Primeiro Mansao","Davi Cardoso",2020
671,"A Primeiro Mansao","Gustavo Freitas",2012
672,"O Último Mistério","Roberta Sampaio",2015
673,"O Terceiro Médico","Simone Carvalho",2020
674,"A Quarto Mansao","Rosana Costa",2015
675,"A Segundo Sonho","Viviane Nunes",2016
676,"O Velho Jogador","Ricardo Marques",2020
677,"A Grande Jogador","Maria Correia",2018
678,"A Perdido Filosofo","Samuel Tavares",2011
679,"O Sensasional Médico","Ana Ferreira",2010
680,"A Novo Casa","Lívia Freitas",2012
681,"O Velho Sonho","Tereza Silva",2018
682,"A Terceiro Médico","Elaine Gomes",2023
683,"O Primeiro Jogador","Carolina Borges",2012
684,"A Velho Sonho","Paula Moura",2020
685,"A Segundo Filosofo","Stella Pires",2014
686,"A Velho Médico","Cristina Borges",2017
687,"A Grande Tesouro","Samuel Pereira",2012
688,"O Velho Casa","Roberta Lima",2015
689,"O Pequeno Desafio","Samuel Pires",2019
690,"A Perdido Tesouro","Simone Andrade",2018
691,"O Quarto Mansao","Débora Rocha",2011
692,"A Encontrado Ditador","Mariana Campos",2010
693,"O Perdido Desafio","Alice Borges",2017
694,"A Quarto Casa","Cássio Souza",2022
695,"A Segundo Caminho","Bianca Marques",2014
696,"A Terceiro Filosofo","Léo Souza",2017
697,"A Primeiro Mansao","Fabrício Ramalho",2016
698,"A Encontrado Jogador","Davi Nunes",2014
699,"O Primeiro Mestre","Elaine Correia",2014
700,"O Último Mestre","Leonardo Marques",2018
701,"O Primeiro Caminho","Diego Lopes",2013
702,"A Último Filosofo","Ana Monteiro",2022
703,"O Primeiro Caminho","Valéria Neves",2022
704,"A Quarto Caminho","Antônio Teixeira",2015
705,"O Quarto Casa","Clarice Silva",2010
706,"O Velho Jogador","Clarice Almeida",2017
707,"A Primeiro Casa","José Rodrigues",2023
708,"O Encontrado Ditador","Lauro Sampaio",2016
709,"O Último Imperador","Bruno Tavares",2016
710,"O Grande Amor","Raquel Almeida",2017
711,"O Encontrado Filosofo","Rosana Gomes",2012
712,"O Pequeno Filosofo","Beatriz Marques",2021
713,"A Grande Filosofo","Francisco Rocha",2012
714,"O Novo Sonho","Fabrício Monteiro",2020
715,"A Novo Desafio","João Sampaio",2021
716,"O Novo Médico","Ana Tavares",2016
717,"A Perdido Segredo","Diogo Leal",2020
718,"A Quarto Segredo","Júlia Ramalho",2023
719,"A Último Jogador","Bianca Pereira",2020
720,"A Grande Mistério","Leonardo Tavares",2020
721,"O Terceiro Mansao","Gustavo Coutinho",2020
722,"A Quarto Casa","Isadora Souza",2013
723,"A Sensasional Mansao","Isadora Carvalho",2013
724,"A Primeiro Destino","Isadora Melo",2018
725,"O Sensasional Jogador","Luiza Melo",2017
726,"A Grande Ditador","Sérgio Ramalho",2018
727,"O Grande Casa","Marcos Castro",2012
728,"O Último Tesouro","Elaine Oliveira",2017
729,"A Pequeno Amor","Priscila Monteiro",2017
730,"O Pequeno Desafio","José Nunes",2023
731,"O Quarto Ditador","Larissa Medeiros",2020
732,"O Último Mansao","Valéria Correia",2021
733,"A Sensasional Jogador","Renata Moura",2022
734,"O Grande Jogador","Marcos Santos",2016
735,"A Sensasional Desafio","Ivan Batista",2022
736,"O Novo Mistério","Léo Batista",2013
737,"O Encontrado Caminho","Aline Borges",2023
738,"A Encontrado Médico","Camila Batista",2017
739,"O Velho Jogador","Eliane Sampaio",2015
740,"A Perdido Mistério","Enzo Lopes",2023
741,"O Pequeno Imperador","Sônia Rodrigues",2014
742,"O Terceiro Tesouro","Geraldo Lima",2014
743,"O Segundo Ditador","Helena Lopes",2023
744,"O Grande Médico","Ana Pires",2012
745,"O Segundo Segredo","Amanda Carvalho",2017
746,"O Terceiro Imperador","Juliano Souza",2022
747,"O Último Mestre","Ivan Campos",2015
748,"O Grande Ditador","Daniel Neves",2022
749,"O Sensasional Filosofo","Roberta Silva",2013
750,"O Perdido Desafio","Leonardo Lima",2022
751,"A Último Filosofo","Patrícia Teixeira",2023
752,"O Terceiro Caminho","Otávio Cavalcanti",2018
753,"O Terceiro Sonho","Evelyn Costa",2017
754,"A Sensasional Ditador","Marcos Tavares",2014
755,"O Terceiro Filosofo","Diego Neves",2012
756,"A Encontrado Imperador","Priscila Castro",2023
757,"A Pequeno Desafio","Raul Rocha",2018
758,"A Segundo Amor","Gustavo Melo",2012
759,"A Grande Mistério","Vanessa Vieira",2020
760,"A Grande Mansao","Isaac Nunes",2011
761,"A Primeiro Médico","Isabela Cardoso",2020
762,"A Velho Mansao","Camila Campos",2021
763,"A Terceiro Amor","Clarice Machado",2019
764,"O Sensasional Casa","Cristina Santos",2023
765,"O Grande Jogador","Eliane Moura",2020
766,"O Novo Segredo","Fábio Pereira",2013
767,"A Primeiro Sonho","Natália Medeiros",2015
768,"O Segundo Caminho","Júlia Braga",2014
769,"O Segundo Jogador","Rodrigo Rodrigues",2012
770,"O Pequeno Amor","Lauro Machado",2021
771,"O Sensasional Caminho","Carlos Leal",2012
772,"A Primeiro Desafio","Clarice Sampaio",2019
773,"O Velho Mansao","Diogo Vieira",2018
774,"A Sensasional Destino","Helena Azevedo",2021
775,"A Último Mansao","Cristina Azevedo",2020
776,"A Pequeno Tesouro","Leonardo Oliveira",2015
777,"A Perdido Amor","Lucas Oliveira",2018
778,"A Encontrado Mistério","Adriana Rodrigues",2010
779,"O Segundo Casa","Gabriela Vieira",2020
780,"A Terceiro Imperador","Fernanda Cavalcanti",2014
781,"A Grande Jogador","Daniel Nunes",2015
782,"A Terceiro Desafio","Marcelo Fonseca",2015
783,"O Pequeno Sonho","Amanda Castro",2020
784,"A Quarto Ditador","Carolina Fonseca",2012
785,"A Sensasional Jogador","Otávio Oliveira",2020
786,"O Último Desafio","Gabriel Pinheiro",2022
787,"O Grande Caminho","Nicole Cavalcanti",2013
788,"O Encontrado Imperador","Bianca Marques",2011
789,"O Pequeno Tesouro","Vitor Cavalcanti",2014
790,"A Encontrado Ditador","João Castro",2019
791,"O Encontrado Jogador","Erick Santos",2018
792,"A Pequeno Tesouro","Nathalia Barros",2015
793,"O Perdido Mestre","Maurício Marques",2010
794,"A Perdido Mistério","Clarice Pires",2015
795,"O Encontrado Ditador","Pâmela Gomes",2010
796,"O Sensasional Casa","Adriana Silva",2018
797,"O Pequeno Mansao","Rosana Silva",2012
798,"A Perdido Imperador","Sabrina Almeida",2018
799,"O Quarto Médico","Gustavo Correia",2018
800,"A Grande Sonho","Fabrício Martins",2023
801,"A Velho Imperador","Lauro Nunes",2023
802,"A Quarto Amor","Fabrício Ribeiro",2012
803,"A Perdido Mestre","Gabriel Campos",2018
804,"O Novo Mestre","Geraldo Batista",2015
805,"A Terceiro Desafio","Lucas Leal",2012
806,"O Novo Filosofo","Otávio Oliveira",2010
807,"A Sensasional Desafio","Eduardo Dias",2015
808,"A Novo Sonho","Carolina Pires",2020
809,"A Encontrado Tesouro","Fernanda Vieira",2012
810,"A Último Mestre","João Silva",2012
811,"O Perdido Destino","Isadora Martins",2023
812,"A Terceiro Médico","Felipe Andrade",2020
813,"O Quarto Jogador","Fernanda Neves",2016
814,"A Velho Tesouro","Felipe Araújo",2018
815,"A Novo Mestre","Diego Cavalcanti",2014
816,"O Grande Desafio","Vitória Rodrigues",2020
817,"O Quarto Sonho","Daniel Silva",2013
818,"O Primeiro Segredo","Ivan Pereira",2016
819,"A Segundo Caminho","Renata Medeiros",2013
820,"O Terceiro Segredo","Lívia Ferreira",2011
821,"O Quarto Casa","Elaine Campos",2016
822,"A Pequeno Ditador","Isaac Batista",2020
823,"O Pequeno Tesouro","Ivan Gomes",2021
824,"O Perdido Sonho","Thiago Rocha",2013
825,"O Encontrado Jogador","Yasmin Souza",2020
826,"A Perdido Tesouro","Gabriel Ramalho",2017
827,"A Novo Sonho","Hugo Gomes",2022
828,"A Encontrado Segredo","Gabriela Monteiro",2022
829,"A Pequeno Sonho","Ricardo Araújo",2020
830,"A Quarto Casa","Rebeca Borges",2016
831,"A Sensasional Mansao","Roberta Mendes",2023
832,"A Primeiro Mestre","Natália Cardoso",2021
833,"A Sensasional Amor","Elias Freitas",2012
834,"A Terceiro Tesouro","Patrícia Coutinho",2019
835,"A Perdido Destino","Maurício Barros",2021
836,"O Quarto Sonho","Rodrigo Gomes",2023
837,"O Terceiro Mistério","Gustavo Costa",2020
838,"A Primeiro Destino","Vitória Fonseca",2020
839,"A Perdido Filosofo","Sheila Mendes",2015
840,"O Perdido Caminho","Beatriz Carvalho",2019
841,"A Velho Jogador","Renata Dias",2011
842,"O Sensasional Ditador","Sérgio Mendes",2015
843,"O Primeiro Segredo","Enzo Pereira",2016
844,"O Quarto Amor","Fábio Correia",2013
845,"A Sensasional Desafio","Fernanda Barros",2016
846,"A Velho Mestre","Marcela Cardoso",2011
847,"A Pequeno Segredo","Gabriel Teixeira",2017
848,"O Terceiro Casa","Sandra Castro",2021
849,"A Terceiro Ditador","Vitor Souza",2014
850,"O Velho Ditador","Daniel Lopes",2010
851,"A Novo Desafio","Daniel Teixeira",2012
852,"A Terceiro Mestre","Raul Batista",2015
853,"A Terceiro Segredo","Patrícia Freitas",2020
854,"A Primeiro Casa","Larissa Pereira",2019
855,"O Encontrado Mestre","Samuel Melo",2010
856,"A Grande Imperador","Natália Pereira",2020
857,"A Primeiro Mistério","Marcelo Barros",2012
858,"A Sensasional Amor","Fábio Castro",2015
859,"O Segundo Sonho","Otávio Vieira",2018
860,"O Terceiro Caminho","Isadora Ribeiro",2018
861,"A Perdido Médico","Nicole Gomes",2012
862,"A Perdido Ditador","Carlos Fonseca",2022
863,"O Pequeno Jogador","Priscila Tavares",2016
864,"A Último Casa","Pâmela Pires",2023
865,"O Grande Destino","Marcos Carvalho",2010
866,"O Quarto Desafio","Paula Martins",2019
867,"A Segundo Mestre","Maitê Cardoso",2020
868,"O Novo Médico","Débora Monteiro",2016
869,"A Velho Filosofo","Vitória Batista",2022
870,"O Primeiro Casa","Otávio Vieira",2012
871,"O Segundo Sonho","Leonardo Machado",2023
872,"O Quarto Imperador","Juliano Silva",2011
873,"A Grande Médico","Beatriz Monteiro",2010
874,"A Pequeno Amor","Gabriel Tavares",2016
875,"A Sensasional Jogador","Elias Lopes",2022
876,"A Velho Caminho","Natália Azevedo",2015
877,"A Pequeno Mestre","Isadora Coutinho",2014
878,"A Terceiro Amor","Francisco Almeida",2015
879,"O Segundo Caminho","Davi Campos",2017
880,"A Grande Casa","Rodrigo Santos",2021
881,"A Grande Segredo","Carolina Ramalho",2020
882,"A Sensasional Jogador","Geraldo Lopes",2022
883,"O Sensasional Caminho","Roberta Dias",2017
884,"A Velho Amor","Otávio Silva",2012
885,"A Perdido Tesouro","Guilherme Costa",2021
886,"O Segundo Jogador","Gabriela Borges",2017
887,"A Velho Segredo","Júlia Pereira",2020
888,"O Primeiro Ditador","Sabrina Cardoso",2015
889,"A Perdido Mistério","Evelyn Nunes",2015
890,"A Perdido Segredo","Nicole Marques",2011
891,"A Segundo Mistério","Rafael Oliveira",2023
892,"A Último Desafio","Ivan Mendes",2010
893,"O Pequeno Casa","Giovanna Freitas",2020
895,"A Velho Sonho","Raul Rodrigues",2022
896,"A Segundo Desafio","Fernanda Fonseca",2016
897,"O Último Filosofo","Fabrício Moura",2013
898,"O Novo Destino","Evelyn Teixeira",2023
899,"A Velho Jogador","Juliano Silva",2018
900,"A Último Jogador","Hugo Batista",2013
901,"A Perdido Imperador","Thiago Oliveira",2013
902,"A Pequeno Mistério","Pâmela Ramalho",2017
903,"A Segundo Caminho","Ana Pinheiro",2012
904,"O Grande Ditador","Gustavo Tavares",2011
905,"A Velho Jogador","Vitor Santos",2018
906,"O Terceiro Sonho","Clarice Braga",2013
907,"O Grande Tesouro","Viviane Andrade",2014
908,"A Grande Casa","Viviane Pinheiro",2014
909,"O Velho Ditador","Lauro Silva",2012
910,"O Perdido Tesouro","Pâmela Lopes",2021
911,"A Grande Casa","Sandra Pereira",2021
912,"A Quarto Desafio","Sônia Rodrigues",2013
913,"A Segundo Tesouro","Léo Vieira",2019
914,"A Primeiro Imperador","Eliane Ferreira",2020
915,"A Primeiro Médico","Diego Borges",2021
916,"A Sensasional Sonho","Bianca Souza",2022
917,"A Velho Ditador","Cristina Silva",2010
918,"O Novo Mestre","Isabela Batista",2017
919,"O Sensasional Destino","Roberta Silva",2018
920,"A Quarto Jogador","Diogo Oliveira",2022
921,"O Velho Imperador","Leonardo Cardoso",2018
922,"A Velho Tesouro","Roberta Teixeira",2013
923,"A Primeiro Imperador","Fabrício Ramalho",2018
924,"A Sensasional Jogador","Carolina Neves",2023
925,"O Último Amor","Aline Pires",2014
926,"A Pequeno Amor","Natália Mendes",2018
927,"A Grande Ditador","Davi Martins",2014
928,"O Sensasional Destino","Roberta Borges",2022
929,"O Perdido Sonho","Tereza Souza",2023
930,"O Perdido Mestre","Diego Neves",2023
931,"A Terceiro Amor","Guilherme Cardoso",2013
932,"O Encontrado Jogador","Diogo Melo",2022
933,"O Sensasional Mistério","Gustavo Ferreira",2018
934,"A Quarto Mistério","Eliane Leal",2019
935,"A Primeiro Destino","Gustavo Lopes",2022
936,"O Perdido Imperador","Eliane Marques",2017
937,"O Sensasional Ditador","Amanda Nunes",2017
938,"A Pequeno Desafio","Bianca Coutinho",2021
939,"A Quarto Imperador","Vitória Ramalho",2017
940,"O Velho Mestre","Fernanda Pinheiro",2021
941,"A Velho Tesouro","Amanda Leal",2020
942,"O Grande Imperador","Vitor Marques",2023
943,"O Primeiro Desafio","Francisco Lima",2013
944,"A Segundo Ditador","Guilherme Martins",2023
945,"A Sensasional Casa","Gabriela Melo",2021
946,"A Perdido Ditador","Gustavo Ferreira",2023
947,"A Grande Casa","Sérgio Pereira",2022
948,"O Terceiro Imperador","Valdir Ferreira",2021
949,"A Encontrado Mestre","Diego Mendes",2023
950,"A Pequeno Imperador","Elias Rocha",2020
951,"O Primeiro Mansao","Nathalia Andrade",2016
952,"A Encontrado Amor","Raquel Leal",2010
953,"O Novo Destino","Nelson Azevedo",2012
954,"A Quarto Sonho","Diogo Mendes",2023
955,"A Segundo Jogador","Francisco Andrade",2021
956,"A Terceiro Caminho","Yasmin Dias",2011
957,"O Segundo Segredo","Gabriela Ribeiro",2019
958,"O Grande Mistério","Gustavo Coutinho",2010
959,"A Novo Mistério","Pâmela Pereira",2022
960,"O Primeiro Caminho","Raul Batista",2023
961,"O Último Médico","Fabrício Medeiros",2013
962,"O Sensasional Desafio","Marcela Marques",2023
963,"A Terceiro Destino","Isadora Araújo",2011
964,"O Velho Médico","Francisco Marques",2014
965,"O Sensasional Desafio","Aline Pires",2020
966,"A Perdido Imperador","Igor Ramalho",2018
967,"A Encontrado Destino","Giovanna Freitas",2012
968,"A Primeiro Caminho","Vitor Silva",2011
969,"O Segundo Desafio","Pâmela Machado",2011
970,"O Perdido Mansao","Ivana Leal",2011
971,"A Velho Caminho","Samuel Costa",2010
972,"A Velho Casa","Rebeca Andrade",2015
973,"A Encontrado Jogador","Felipe Fonseca",2019
974,"A Sensasional Jogador","Ricardo Rocha",2015
975,"O Último Médico","José Souza",2018
976,"A Velho Amor","André Tavares",2022
977,"A Quarto Caminho","Fernanda Leal",2014
978,"A Último Mestre","Viviane Almeida",2019
979,"O Grande Caminho","Nathalia Nunes",2017
980,"O Pequeno Ditador","Felipe Fonseca",2021
981,"A Último Filosofo","Léo Leal",2011
982,"A Sensasional Desafio","Sabrina Neves",2013
983,"O Pequeno Jogador","Tatiana Braga",2010
984,"A Terceiro Sonho","Nathalia Tavares",2010
985,"A Velho Filosofo","Nelson Souza",2016
986,"O Pequeno Imperador","Otávio Almeida",2011
987,"A Novo Amor","Geraldo Cardoso",2022
988,"O Novo Amor","Natália Almeida",2023
